26.246976 28.402379 3.392046
26.246937 50.402366 3.238675
26.237193 72.402425 3.248562
26.237163 94.402506 3.261695
26.24694 116.40241 3.183796
48.246955 28.402412 3.3519
47.157 50.313088 3.4184
47.119543 72.539026 3.475095
48.246966 94.40235 3.471283
47.140289 116.685991 3.359971
70.24694 28.40234 3.449017
69.193305 49.94981 3.538497
70.762472 71.829183 3.644749
70.13465 93.863672 3.608121
70.237204 116.40244 3.509996
92.247023 28.40237 3.492267
92.237183 50.402426 3.589535
92.247068 72.402324 3.668012
115.927964 29.968408 3.48933
114.246977 50.402379 3.584025
114.246947 72.402358 3.625917
114.247016 94.402338 3.641468
66.140941 67.4175 3.465562
 
