25.718654 28.543746 13.21662
25.718623 50.543726 13.244261
25.70888 72.543784 13.282159
25.708851 94.543864 13.324655
25.708817 116.543847 13.271296
47.718719 28.553584 13.325238
47.7089 50.543829 13.43753
47.708874 72.543806 13.542674
47.708743 94.543787 13.568946
47.71862 116.543691 13.485655
69.718705 28.553511 13.447304
69.708889 50.543855 13.603455
69.708763 72.543933 13.695177
69.718645 94.543733 13.731691
69.708895 116.543797 13.612859
91.708974 28.553621 13.465624
91.708771 50.543786 13.627069
91.718657 72.543583 13.74424
91.708812 94.543845 13.702042
91.708976 116.543827 13.625236
113.708951 28.553656 13.383828
113.718662 50.543841 13.546399
113.70872 72.543799 13.63448
113.708889 94.543878 13.626298
113.718666 116.543783 13.546958
69.712386 72.545364 13.507668
