3.023351 2.335404 19.090403
3.023312 12.525609 19.076411
3.023353 22.725625 19.073996
3.023294 32.925641 19.082246
3.023434 43.125555 19.074862
3.023275 53.325572 19.070773
3.023316 63.525588 19.067077
3.023257 73.725604 19.067683
3.023298 83.925619 19.074003
3.023339 94.125634 19.071403
3.023279 104.325551 19.069603
3.02332 114.525566 19.065537
3.023261 124.725582 19.078734
3.023302 134.925597 19.081274
3.023343 145.125612 19.086272
8.023406 2.33537 19.091869
8.023367 12.525575 19.081786
8.023309 22.725691 19.083066
8.023247 32.925508 19.069451
8.023289 43.125623 19.075256
8.02333 53.325638 19.073218
8.02327 63.525554 19.069117
8.023311 73.72557 19.071186
8.023253 83.925686 19.075024
8.023393 94.1256 19.071349
8.023334 104.325616 19.077347
8.023275 114.525632 19.078057
8.023317 124.725647 19.082815
8.023257 134.925563 19.085923
8.023298 145.125578 19.093237
3.148722 151.017971 19.096095
3.138954 146.027906 19.092795
13.338924 151.018009 19.094673
13.33897 146.027865 19.091987
23.53894 151.018068 19.097963
23.538885 146.027825 19.092523
33.738955 151.018027 19.093958
33.739001 146.027884 19.089749
43.938872 151.018087 19.098972
43.939017 146.027842 19.094047
54.138887 151.018046 19.096874
54.139032 146.027902 19.08528
64.339002 151.018005 19.093234
64.338948 146.027862 19.090085
74.538918 151.018065 19.089349
74.538963 146.027821 19.084205
84.738933 151.018024 19.084577
84.738979 146.02788 19.087993
94.938949 151.018083 19.085126
94.938994 146.027839 19.081506
105.138864 151.018043 19.077226
105.13891 146.027899 19.072841
115.33888 151.018002 19.086129
115.339025 146.027857 19.072824
125.538896 151.018061 19.08377
125.538841 146.027818 19.081008
135.738811 151.018021 19.077183
135.738958 146.027976 19.079634
145.938927 151.018079 19.07719
145.938972 146.027835 19.078619
144.575582 151.125877 19.084786
144.565807 140.935752 19.076499
144.565766 130.735737 19.071451
144.565825 120.535721 19.067832
144.565884 110.335805 19.067081
144.565843 100.135789 19.067275
144.565702 89.935775 19.06112
144.565961 79.735757 19.061273
144.56572 69.535744 19.058755
144.565779 59.335728 19.064011
144.565839 49.135811 19.066426
144.565798 38.935796 19.066875
144.565858 28.73578 19.071579
144.565817 18.535764 19.073687
144.565876 8.335748 19.079838
149.575536 151.125844 19.080394
149.565861 140.935718 19.07516
149.565821 130.735802 19.074756
149.56588 120.535787 19.069704
149.565839 110.335771 19.070697
149.565698 100.135757 19.065225
149.565857 89.93574 19.062268
149.565816 79.735725 19.060815
149.565876 69.535809 19.062489
149.565835 59.335793 19.061377
149.565894 49.135777 19.064854
149.565853 38.935762 19.065561
149.565812 28.735746 19.07413
149.565871 18.53563 19.076154
149.565731 8.335816 19.075698
150.631838 8.368567 19.078275
150.621992 3.368692 19.083407
140.431744 8.358797 19.087106
140.421976 3.368633 19.081407
130.231728 8.358738 19.082107
130.222061 3.368673 19.0876
120.031713 8.358779 19.082899
120.022045 3.368614 19.084219
109.831796 8.358619 19.084595
109.82193 3.368655 19.083575
99.631781 8.35876 19.082876
99.622015 3.368695 19.091933
89.431866 8.3588 19.08972
89.421999 3.368636 19.093684
79.23175 8.358742 19.084865
79.221983 3.368677 19.087662
69.031735 8.358783 19.087144
69.022067 3.368617 19.094728
58.831819 8.358723 19.088152
58.821952 3.368659 19.089094
48.631803 8.358764 19.084555
48.622036 3.3686 19.086722
38.431788 8.358805 19.095128
38.422021 3.36864 19.094357
28.231771 8.358646 19.086151
28.222005 3.368681 19.095939
18.031757 8.358787 19.089851
18.021989 3.368622 19.095977
7.831741 8.358728 19.091721
7.822074 3.368662 19.089491
